Geo,Year,PkgSpacesPerSFDU,PkgSpacesPerMFDU,PkgSpacesPerGQ,PropWkrPay,PropCashOut,PkgCost.2019,PropNonWrkTripPay
1798.03,2045,2,1.75,0,0.11,0,2.77,0
1798.04,2045,2,1.75,0,0.11,0,2.77,0
1799,2045,2,1.75,0,0.11,0,1.75,0
1800.01,2045,2,1.75,0,0.11,0,2.45,0
1800.02,2045,2,1.75,0,0.11,0,2.45,0
1800.03,2045,2,1.75,0,0.11,0,2.45,0
1800.04,2045,2,1.75,0,0.11,0,2.45,0
1800.05,2045,2,1.75,0,0.11,0,2.45,0
1800.06,2045,2,1.75,0,0.11,0,2.45,0
1801,2045,2,1.75,0,0.11,0,1.9,0
1802,2045,2,1.45,0,0.11,0,1.26,0
1803,2045,2,1.45,0,0.11,0,1.5,0
1804,2045,2,1.45,0,0.11,0,1.21,0
1805,2045,2,1.45,0,0.11,0,0,0
1806,2045,2,1.45,0,0.11,0,1.18,0
1807,2045,2,1.45,0,0.11,0,0.57,0
1808,2045,2,1.45,0,0.11,0,2.21,0
1809,2045,2,1.45,0,0.11,0,0.8,0
1810,2045,2,1.45,0,0.11,0,1.08,0
1811,2045,2,1.45,0,0.11,0,0,0
1812,2045,2,1.45,0,0.11,0,5.32,0
1813,2045,2,1.45,0,0.11,0,6.94,0
1814.01,2045,2,1.45,0,0.11,0,5.35,0
1814.02,2045,2,1.45,0,0.11,0,5.35,0
1815,2045,2,1.45,0,0.11,0,4.12,0
1816,2045,2,1.45,0,0.11,0,3.92,0
1817.01,2045,2,1.45,0,0.11,0,5.64,0
1817.02,2045,2,1.45,0,0.11,0,5.64,0
1817.03,2045,2,1.45,0,0.11,0,5.64,0
1818,2045,2,1.45,0,0.11,0,2.33,0
1819,2045,2,1.45,0,0.11,0,0,0
1820,2045,2,1.45,0,0.11,0,2.11,0
1821,2045,2,1.45,0,0.11,0,1.93,0
1822,2045,2,1.45,0,0.11,0,3.6,0
1823,2045,2,1.45,0,0.11,0,2.46,0
1824,2045,2,1.45,0,0.11,0,1.55,0
1825,2045,2,1.45,0,0.11,0,2.17,0
1826,2045,2,1.45,0,0.11,0,0,0
1827,2045,2,1.45,0,0.11,0,0,0
1828,2045,2,1.45,0,0.11,0,0,0
1829,2045,2,1.45,0,0.11,0,0,0
1830,2045,2,1.45,0,0.11,0,2.65,0
1831,2045,2,1.45,0,0.11,0,4.19,0
1832.01,2045,2,1.45,0,0.11,0,7.44,0
1832.02,2045,2,1.45,0,0.11,0,7.44,0
1832.03,2045,2,1.45,0,0.11,0,7.44,0
1833.01,2045,2,1.45,0,0.11,0,8.15,0
1833.02,2045,2,1.45,0,0.11,0,8.15,0
1833.03,2045,2,1.45,0,0.11,0,8.15,0
1834,2045,2,1.45,0,0.11,0,3.85,0
1835,2045,2,1.45,0,0.11,0,6.54,0
1836,2045,2,1.45,0,0.11,0,6.82,0
1837,2045,2,1.45,0,0.11,0,8.12,0
1838.01,2045,2,1.45,0,0.11,0,9.35,0
1838.02,2045,2,1.45,0,0.11,0,9.35,0
1839,2045,2,1.45,0,0.11,0,9.39,0
1840,2045,2,1.45,0,0.11,0,8.87,0
1841.01,2045,2,1.45,0,0.11,0,9.63,0
1841.02,2045,2,1.45,0,0.11,0,9.63,0
1841.03,2045,2,1.45,0,0.11,0,9.63,0
1841.04,2045,2,1.45,0,0.11,0,9.63,0
1842.01,2045,2,1.45,0,0.11,0,9.49,0
1842.02,2045,2,1.45,0,0.11,0,9.49,0
1843.01,2045,2,1.45,0,0.11,0,9.19,0
1843.02,2045,2,1.45,0,0.11,0,9.19,0
1844,2045,2,1.45,0,0.11,0,8.57,0
1845.01,2045,2,1.45,0,0.11,0,9.8,0
1845.02,2045,2,1.45,0,0.11,0,9.8,0
1845.03,2045,2,1.45,0,0.11,0,9.8,0
1846.01,2045,2,1.45,0,0.11,0,9.61,0
1846.02,2045,2,1.45,0,0.11,0,9.61,0
1847.01,2045,2,1.45,0,0.11,0,9.32,0
1847.02,2045,2,1.45,0,0.11,0,9.32,0
1848.01,2045,2,1.45,0,0.11,0,8.05,0
1848.02,2045,2,1.45,0,0.11,0,8.05,0
1849.01,2045,2,1.45,0,0.11,0,8.98,0
1849.02,2045,2,1.45,0,0.11,0,8.98,0
1850,2045,2,1.45,0,0.11,0,8.13,0
1851.01,2045,2,1.45,0,0.11,0,5.72,0
1851.02,2045,2,1.45,0,0.11,0,5.72,0
1852.01,2045,2,1.45,0,0.11,0,8.63,0
1852.02,2045,2,1.45,0,0.11,0,8.63,0
1853.01,2045,2,1.45,0,0.11,0,8.74,0
1853.02,2045,2,1.45,0,0.11,0,8.74,0
1854.01,2045,2,1.45,0,0.11,0,8.5,0
1854.02,2045,2,1.45,0,0.11,0,8.5,0
1855,2045,2,1.45,0,0.11,0,8.52,0
1856,2045,2,1.45,0,0.11,0,5.48,0
1857,2045,2,1.45,0,0.11,0,2.12,0
1858,2045,2,1.45,0,0.11,0,1.45,0
1859,2045,2,1.45,0,0.11,0,6.03,0
1860,2045,2,1.45,0,0.11,0,8.34,0
1861,2045,2,1.45,0,0.11,0,6.19,0
1862,2045,2,1.45,0,0.11,0,4.68,0
1863,2045,2,1.45,0,0.11,0,0,0
1864,2045,2,1.45,0,0.11,0,6.19,0
1865.01,2045,2,1.45,0,0.11,0,7.84,0
1865.02,2045,2,1.45,0,0.11,0,7.84,0
1865.03,2045,2,1.45,0,0.11,0,7.84,0
1865.04,2045,2,1.45,0,0.11,0,7.84,0
1866.01,2045,2,1.45,0,0.11,0,8.43,0
1866.02,2045,2,1.45,0,0.11,0,8.43,0
1866.03,2045,2,1.45,0,0.11,0,8.43,0
1867.01,2045,2,1.45,0,0.11,0,8.54,0
1867.02,2045,2,1.45,0,0.11,0,8.54,0
1868.01,2045,2,1.45,0,0.11,0,8.73,0
1868.02,2045,2,1.45,0,0.11,0,8.73,0
1868.03,2045,2,1.45,0,0.11,0,8.73,0
1869.01,2045,2,1.45,0,0.11,0,8.66,0
1869.02,2045,2,1.45,0,0.11,0,8.66,0
1870,2045,2,1.45,0,0.11,0,6.9,0
1871,2045,2,1.45,0,0.11,0,5.77,0
1872,2045,2,1.45,0,0.11,0,1.9,0
1873,2045,2,1.45,0,0.11,0,2.1,0
1874,2045,2,1.45,0,0.11,0,5.47,0
1875,2045,2,1.45,0,0.11,0,2.58,0
1876,2045,2,1.45,0,0.11,0,2.18,0
1877,2045,2,1.45,0,0.11,0,1.61,0
1878,2045,2,1.45,0,0.11,0,1.74,0
1879,2045,2,1.45,0,0.11,0,2.63,0
1880,2045,2,1.45,0,0.11,0,0,0
1881,2045,2,1.45,0,0.11,0,1.49,0
1882,2045,2,1.45,0,0.11,0,0,0
1883,2045,2,1.45,0,0.11,0,1.57,0
1884,2045,2,1.45,0,0.11,0,0,0
1885,2045,2,1.45,0,0.11,0,0,0
1886,2045,2,1.45,0,0.11,0,0,0
1887,2045,2,1.45,0,0.11,0,0,0
1888,2045,2,1.45,0,0.11,0,0,0
1889,2045,2,1.45,0,0.11,0,0,0
1890,2045,2,1.45,0,0.11,0,0,0
1891,2045,2,1.45,0,0.11,0,0,0
1892,2045,2,1.45,0,0.11,0,0,0
1893,2045,2,1.45,0,0.11,0,0,0
1894,2045,2,1.45,0,0.11,0,0,0
1895,2045,2,1.45,0,0.11,0,0,0
1896,2045,2,1.45,0,0.11,0,0,0
1897,2045,2,1.45,0,0.11,0,0,0
1898,2045,2,1.45,0,0.11,0,0,0
1899,2045,2,1.45,0,0.11,0,0,0
1900,2045,2,1.45,0,0.11,0,2.54,0
1901.01,2045,2,1.45,0,0.11,0,4.4,0
1901.02,2045,2,1.45,0,0.11,0,4.4,0
1901.03,2045,2,1.45,0,0.11,0,4.4,0
1902,2045,2,1.45,0,0.11,0,4.92,0
1903,2045,2,1.45,0,0.11,0,5.57,0
1904,2045,2,1.45,0,0.11,0,5.27,0
1905,2045,2,1.45,0,0.11,0,4.34,0
1906.01,2045,2,1.45,0,0.11,0,4.39,0
1906.02,2045,2,1.45,0,0.11,0,4.39,0
1907,2045,2,1.45,0,0.11,0,4.15,0
1908,2045,2,1.45,0,0.11,0,0.62,0
1909,2045,2,1.45,0,0.11,0,1.61,0
1910,2045,2,1.45,0,0.11,0,2.46,0
1911,2045,2,1.45,0,0.11,0,2.8,0
1912,2045,2,1.45,0,0.11,0,3.77,0
1913,2045,2,1.45,0,0.11,0,1.71,0
1914,2045,2,1.45,0,0.11,0,2.08,0
1915,2045,2,1.45,0,0.11,0,0,0
1916,2045,2,1.45,0,0.11,0,0,0
1917,2045,2,1.45,0,0.11,0,0,0
1918,2045,2,1.45,0,0.11,0,0,0
1919,2045,2,1.45,0,0.11,0,0,0
1920,2045,2,1.35,0,0.11,0,4.57,0
1921,2045,2,1.45,0,0.11,0,3.56,0
1922,2045,2,1.45,0,0.11,0,0,0
1923,2045,2,1.45,0,0.11,0,0,0
1924,2045,2,1.45,0,0.11,0,0,0
1925,2045,2,1.45,0,0.11,0,1.11,0
1926,2045,2,1.45,0,0.11,0,1.01,0
1927,2045,2,1.35,0,0.11,0,3.45,0
1928,2045,2,1.35,0,0.11,0,3.93,0
1929,2045,2,1.45,0,0.11,0,0.85,0
1930,2045,2,1.45,0,0.11,0,0,0
1931,2045,2,1.45,0,0.11,0,1.89,0
1932,2045,2,1.45,0,0.11,0,1.82,0
1933,2045,2,1.35,0,0.11,0,3.94,0
1934,2045,2,1.35,0,0.11,0,3.91,0
1935,2045,2,1.45,0,0.11,0,2.23,0
1936,2045,2,1.45,0,0.11,0,4.12,0
1937,2045,2,1.35,0,0.11,0,4.12,0
1938,2045,2,1.35,0,0.11,0,4.17,0
1939,2045,2,1.35,0,0.11,0,4.92,0
1940,2045,2,1.35,0,0.11,0,3.94,0
1941,2045,2,1.45,0,0.11,0,3.34,0
1942,2045,2,1.45,0,0.11,0,3.07,0
1943.01,2045,2,1.45,0,0.11,0,2,0
1943.02,2045,2,1.45,0,0.11,0,2,0
1943.03,2045,2,1.45,0,0.11,0,2,0
1944.01,2045,2,1.45,0,0.11,0,2.43,0
1944.02,2045,2,1.45,0,0.11,0,2.43,0
1944.03,2045,2,1.45,0,0.11,0,2.43,0
1944.04,2045,2,1.45,0,0.11,0,2.43,0
1944.05,2045,2,1.45,0,0.11,0,2.43,0
1944.06,2045,2,1.45,0,0.11,0,2.43,0
1945.01,2045,2,1.45,0,0.11,0,2.44,0
1945.02,2045,2,1.45,0,0.11,0,2.44,0
1945.03,2045,2,1.45,0,0.11,0,2.44,0
1946,2045,2,1.45,0,0.11,0,2.22,0
1947,2045,2,1.45,0,0.11,0,1.61,0
1948,2045,2,1.45,0,0.11,0,1.42,0
1949,2045,2,1.45,0,0.11,0,0,0
1950,2045,2,1.45,0,0.11,0,0,0
1951,2045,2,1.45,0,0.11,0,0,0
1952,2045,2,1.45,0,0.11,0,0,0
1953,2045,2,1.45,0,0.11,0,0,0
1954,2045,2,1.45,0,0.11,0,1.1,0
1955,2045,2,1.45,0,0.11,0,2.4,0
1956,2045,2,1.45,0,0.11,0,2.4,0
1957,2045,2,1.45,0,0.11,0,1.8,0
1958,2045,2,1.45,0,0.11,0,1.33,0
1959,2045,2,1.45,0,0.11,0,0,0
1960,2045,2,1.45,0,0.11,0,3.04,0
1961,2045,2,1.45,0,0.11,0,2.34,0
1962,2045,2,1.45,0,0.11,0,0,0
1963,2045,2,1.45,0,0.11,0,0.97,0
1964,2045,2,1.45,0,0.11,0,4.44,0
1965,2045,2,1.45,0,0.11,0,5.87,0
1966.01,2045,2,1.45,0,0.11,0,4.5,0
1966.02,2045,2,1.45,0,0.11,0,4.5,0
1967,2045,2,1.45,0,0.11,0,3.76,0
1968.01,2045,2,1.45,0,0.11,0,5.2,0
1968.02,2045,2,1.45,0,0.11,0,5.2,0
1969.01,2045,2,1.45,0,0.11,0,7.26,0
1969.02,2045,2,1.45,0,0.11,0,7.26,0
1970,2045,2,1.45,0,0.11,0,7.28,0
1971,2045,2,1.45,0,0.11,0,6.37,0
1972.01,2045,2,1.45,0,0.11,0,6.74,0
1972.02,2045,2,1.45,0,0.11,0,6.74,0
1972.03,2045,2,1.45,0,0.11,0,6.74,0
1972.04,2045,2,1.45,0,0.11,0,6.74,0
1973.01,2045,2,1.45,0,0.11,0,7.25,0
1973.02,2045,2,1.45,0,0.11,0,7.25,0
1973.03,2045,2,1.45,0,0.11,0,7.25,0
1973.04,2045,2,1.45,0,0.11,0,7.25,0
1974,2045,2,1.45,0,0.11,0,3.68,0
1975,2045,2,1.45,0,0.11,0,0,0
1976,2045,2,1.45,0,0.11,0,0,0
1977,2045,2,1.45,0,0.11,0,0,0
1978,2045,2,1.45,0,0.11,0,0,0
1979,2045,2,1.45,0,0.11,0,0,0
1980,2045,2,1.45,0,0.11,0,0,0
1981,2045,2,1.45,0,0.11,0,1.01,0
1982,2045,2,1.45,0,0.11,0,1.18,0
1983,2045,2,1.45,0,0.11,0,1.4,0
1984,2045,2,1.45,0,0.11,0,0,0
1985,2045,2,1.45,0,0.11,0,1.2,0
1986,2045,2,1.45,0,0.11,0,0,0
1987,2045,2,1.45,0,0.11,0,0.62,0
1988,2045,2,1.45,0,0.11,0,1.28,0
1989.01,2045,2,1.45,0,0.11,0,0,0
1989.02,2045,2,1.45,0,0.11,0,0,0
1989.03,2045,2,1.45,0,0.11,0,0,0
1990,2045,2,1.45,0,0.11,0,0.88,0
1991,2045,2,1.45,0,0.11,0,1.92,0
1992,2045,2,1.45,0,0.11,0,1.89,0
1993,2045,2,1.45,0,0.11,0,2.13,0
1994,2045,2,1.45,0,0.11,0,1.37,0
1995,2045,2,1.45,0,0.11,0,1.06,0
1996,2045,2,1.45,0,0.11,0,0.8,0
1997,2045,2,1.45,0,0.11,0,2.65,0
1998,2045,2,1.45,0,0.11,0,1.06,0
1999,2045,2,1.45,0,0.11,0,0,0
2000,2045,2,1.45,0,0.11,0,0,0
2001,2045,2,1.45,0,0.11,0,0,0
2002,2045,2,1.45,0,0.11,0,2.4,0
2003,2045,2,1.45,0,0.11,0,1.47,0
2004,2045,2,1.45,0,0.11,0,3.44,0
2005,2045,2,1.45,0,0.11,0,4.97,0
2006.01,2045,2,1.45,0,0.11,0,3.48,0
2006.02,2045,2,1.45,0,0.11,0,3.48,0
2007,2045,2,1.45,0,0.11,0,3.48,0
2008,2045,2,1.45,0,0.11,0,0,0
2009,2045,2,1.45,0,0.11,0,3.15,0
2010,2045,2,1.45,0,0.11,0,4.04,0
2011,2045,2,1.45,0,0.11,0,3.56,0
2012.01,2045,2,1.45,0,0.11,0,3.86,0
2012.02,2045,2,1.45,0,0.11,0,3.86,0
2013.01,2045,2,1.45,0,0.11,0,4.55,0
2013.02,2045,2,1.45,0,0.11,0,4.55,0
2014,2045,2,1.45,0,0.11,0,1.39,0
2015,2045,2,1.45,0,0.11,0,3.66,0
2016,2045,2,1.45,0,0.11,0,4.72,0
2017,2045,2,1.45,0,0.11,0,4.72,0
2018.01,2045,2,1.45,0,0.11,0,5.07,0
2018.02,2045,2,1.45,0,0.11,0,5.07,0
2018.03,2045,2,1.45,0,0.11,0,5.07,0
2019,2045,2,1.45,0,0.11,0,3.77,0
2020,2045,2,1.45,0,0.11,0,0,0
2021,2045,2,1.45,0,0.11,0,4.97,0
2022,2045,2,1.45,0,0.11,0,4.81,0
2023,2045,2,1.45,0,0.11,0,4.79,0
2024,2045,2,1.45,0,0.11,0,4.77,0
2025.01,2045,2,1.45,0,0.11,0,4.25,0
2025.02,2045,2,1.45,0,0.11,0,4.25,0
2025.03,2045,2,1.45,0,0.11,0,4.25,0
2026,2045,2,1.45,0,0.11,0,5.56,0
2027,2045,2,1.45,0,0.11,0,5.24,0
2028,2045,2,1.45,0,0.11,0,5.04,0
2029,2045,2,1.45,0,0.11,0,5.23,0
2030,2045,2,1.45,0,0.11,0,5.03,0
2031,2045,2,1.45,0,0.11,0,4.08,0
2032,2045,2,1.45,0,0.11,0,5.05,0
2033,2045,2,1.45,0,0.11,0,3.56,0
2034,2045,2,1.45,0,0.11,0,0,0
2035,2045,2,1.45,0,0.11,0,2.34,0
2036.01,2045,2,1.45,0,0.11,0,0.71,0
2036.02,2045,2,1.45,0,0.11,0,0.71,0
2036.03,2045,2,1.45,0,0.11,0,0.71,0
2037,2045,2,1.45,0,0.11,0,0,0
2038,2045,2,1.45,0,0.11,0,1.82,0
2039,2045,2,1.45,0,0.11,0,1.17,0
2040,2045,2,1.45,0,0.11,0,1.6,0
2041,2045,2,1.45,0,0.11,0,1.85,0
2042,2045,2,1.45,0,0.11,0,0,0
2043,2045,2,1.45,0,0.11,0,0,0
2044.01,2045,2,1.45,0,0.11,0,1.6,0
2044.02,2045,2,1.45,0,0.11,0,1.6,0
2045,2045,2,1.45,0,0.11,0,1.85,0
2046,2045,2,1.45,0,0.11,0,1.84,0
2047.01,2045,2,1.45,0,0.11,0,0.97,0
2047.02,2045,2,1.45,0,0.11,0,0.97,0
2048,2045,2,1.45,0,0.11,0,0,0
2049,2045,2,1.45,0,0.11,0,0,0
2050,2045,2,1.45,0,0.11,0,2.27,0
2051,2045,2,1.45,0,0.11,0,3.3,0
2052,2045,2,1.45,0,0.11,0,1.61,0
2053,2045,2,1.45,0,0.11,0,3.11,0
2054,2045,2,1.45,0,0.11,0,0,0
2055,2045,2,1.45,0,0.11,0,4.77,0
2056,2045,2,1.45,0,0.11,0,4.98,0
2057,2045,2,1.45,0,0.11,0,1.24,0
2058,2045,2,1.45,0,0.11,0,5.26,0
2059,2045,2,1.45,0,0.11,0,6.27,0
2060,2045,2,1.45,0,0.11,0,2.95,0
2061.01,2045,2,1.45,0,0.11,0,3.56,0
2061.02,2045,2,1.45,0,0.11,0,3.56,0
2062.01,2045,2,1.45,0,0.11,0,3.14,0
2062.02,2045,2,1.45,0,0.11,0,3.14,0
2062.03,2045,2,1.45,0,0.11,0,3.14,0
2063.01,2045,2,1.45,0,0.11,0,6.82,0
2063.02,2045,2,1.45,0,0.11,0,6.82,0
2064,2045,2,1.45,0,0.11,0,7.26,0
2065,2045,2,1.45,0,0.11,0,7.35,0
2066.01,2045,2,1.45,0,0.11,0,2.82,0
2066.02,2045,2,1.45,0,0.11,0,2.82,0
2067,2045,2,1.45,0,0.11,0,0,0
2068,2045,2,1.45,0,0.11,0,0,0
2069.01,2045,2,1.45,0,0.11,0,0,0
2069.02,2045,2,1.45,0,0.11,0,0,0
2070,2045,2,1.45,0,0.11,0,0,0
2071,2045,2,1.45,0,0.11,0,0,0
2072,2045,2,1.45,0,0.11,0,0.96,0
2073.01,2045,2,1.45,0,0.11,0,1.71,0
2073.02,2045,2,1.45,0,0.11,0,1.71,0
2073.03,2045,2,1.45,0,0.11,0,1.71,0
2074.01,2045,2,1.45,0,0.11,0,2.53,0
2074.02,2045,2,1.45,0,0.11,0,2.53,0
2075.01,2045,2,1.45,0,0.11,0,2.53,0
2075.02,2045,2,1.45,0,0.11,0,2.53,0
2076.01,2045,2,1.45,0,0.11,0,5,0
2076.02,2045,2,1.45,0,0.11,0,5,0
2076.03,2045,2,1.45,0,0.11,0,5,0
2077,2045,2,1.45,0,0.11,0,0.74,0
2078,2045,2,1.45,0,0.11,0,0,0
2079.01,2045,2,1.45,0,0.11,0,1.01,0
2079.02,2045,2,1.45,0,0.11,0,1.01,0
2080.01,2045,2,1.45,0,0.11,0,0,0
2080.02,2045,2,1.45,0,0.11,0,0,0
2080.03,2045,2,1.45,0,0.11,0,0,0
2080.04,2045,2,1.45,0,0.11,0,0,0
2081,2045,2,1.45,0,0.11,0,0.52,0
2082,2045,2,1.45,0,0.11,0,1.13,0
2083,2045,2,1.45,0,0.11,0,0,0
2084,2045,2,1.45,0,0.11,0,0.68,0
2085.01,2045,2,1.45,0,0.11,0,1.79,0
2085.02,2045,2,1.45,0,0.11,0,1.79,0
2086.01,2045,2,1.45,0,0.11,0,1.69,0
2086.02,2045,2,1.45,0,0.11,0,1.69,0
2086.03,2045,2,1.45,0,0.11,0,1.69,0
2087,2045,2,1.45,0,0.11,0,0,0
2088,2045,2,1.45,0,0.11,0,0,0
2089.01,2045,2,1.45,135,0.11,0,3.65,0
2089.02,2045,2,1.45,135,0.11,0,3.65,0
2089.03,2045,2,1.45,0,0.11,0,3.65,0
2089.04,2045,2,1.45,135,0.11,0,3.65,0
2090,2045,2,1.45,0,0.11,0,0,0
2091,2045,2,1.45,0,0.11,0,0,0
2092,2045,2,1.45,0,0.11,0,0,0
2093,2045,2,1.45,0,0.11,0,0,0
2094,2045,2,1.45,0,0.11,0,0,0
2095,2045,2,1.45,0,0.11,0,0,0
2096.01,2045,2,1.45,0,0.11,0,0,0
2096.02,2045,2,1.45,0,0.11,0,0,0
2097,2045,2,1.45,0,0.11,0,0,0
2098,2045,2,1.45,0,0.11,0,0,0
2099.01,2045,2,1.45,0,0.11,0,0,0
2099.02,2045,2,1.45,0,0.11,0,0,0
2100,2045,2,1.45,0,0.11,0,0,0
2101,2045,2,1.45,0,0.11,0,1.42,0
2102,2045,2,1.45,0,0.11,0,1.68,0
2103,2045,2,1.45,0,0.11,0,0,0
2104,2045,2,1.45,0,0.11,0,0.94,0
2105,2045,2,1.45,0,0.11,0,0,0
2106,2045,2,1.45,0,0.11,0,0.52,0
2107,2045,2,1.45,0,0.11,0,0,0
2108,2045,2,1.45,0,0.11,0,2.97,0
2109,2045,2,1.45,0,0.11,0,1.27,0
2110,2045,2,1.45,0,0.11,0,2.51,0
2111.01,2045,2,1.45,0,0.11,0,0.75,0
2111.02,2045,2,1.45,0,0.11,0,0.75,0
2112.01,2045,2,1.45,0,0.11,0,4.15,0
2112.02,2045,2,1.45,0,0.11,0,4.15,0
2112.03,2045,2,1.45,0,0.11,0,4.15,0
2112.04,2045,2,1.45,0,0.11,0,4.15,0
2112.05,2045,2,1.45,0,0.11,0,4.15,0
2112.06,2045,2,1.45,0,0.11,0,4.15,0
2113,2045,2,1.45,0,0.11,0,3.15,0
2114.01,2045,2,1.45,0,0.11,0,2.63,0
2114.02,2045,2,1.45,0,0.11,0,2.63,0
2114.03,2045,2,1.45,0,0.11,0,2.63,0
2115.01,2045,2,1.45,0,0.11,0,5.23,0
2115.02,2045,2,1.45,0,0.11,0,5.23,0
2116.01,2045,2,1.45,0,0.11,0,4.84,0
2116.02,2045,2,1.45,0,0.11,0,4.84,0
2117.01,2045,2,1.45,0,0.11,0,3.29,0
2117.02,2045,2,1.45,0,0.11,0,3.29,0
2118,2045,2,1.45,0,0.11,0,3.66,0
2119,2045,2,1.45,0,0.11,0,3.96,0
2120,2045,2,1.45,0,0.11,0,5.79,0
2121,2045,2,1.45,0,0.11,0,6.11,0
2122,2045,2,1.45,0,0.11,0,5.05,0
2123,2045,2,1.45,0,0.11,0,5.29,0
2124,2045,2,1.45,0,0.11,0,5.27,0
2125,2045,2,1.45,0,0.11,0,0,0
2126,2045,2,1.45,0,0.11,0,0,0
2127,2045,2,1.45,0,0.11,0,0,0
2128,2045,2,1.45,0,0.11,0,1.85,0
2129,2045,2,1.45,0,0.11,0,0,0
2130,2045,2,1.45,0,0.11,0,0,0
2131,2045,2,1.45,0,0.11,0,0,0
2132,2045,2,1.45,0,0.11,0,0,0
2133,2045,2,1.45,0,0.11,0,0,0
2134,2045,2,1.45,0,0.11,0,0,0
2135,2045,2,1.45,0,0.11,0,0,0
2136,2045,2,1.45,0,0.11,0,0,0
2137,2045,2,1.45,0,0.11,0,0,0
2138,2045,2,1.45,0,0.11,0,0,0
2139,2045,2,1.45,0,0.11,0,0,0
2140,2045,2,1.45,0,0.11,0,0,0
2141,2045,2,1.45,0,0.11,0,0,0
2142,2045,2,1.45,0,0.11,0,0,0
2143,2045,2,1.45,0,0.11,0,0,0
2144,2045,2,1.45,0,0.11,0,0,0
2145,2045,2,1.45,0,0.11,0,0,0
2146,2045,2,1.45,0,0.11,0,0,0
2147,2045,2,1.45,0,0.11,0,0,0
2148,2045,2,1.45,0,0.11,0,0,0
2149,2045,2,1.45,0,0.11,0,0,0
2150,2045,2,1.45,0,0.11,0,0,0
2151,2045,2,1.45,0,0.11,0,0,0
2152,2045,2,1.45,0,0.11,0,0,0
2153,2045,2,1.45,0,0.11,0,0,0
2154,2045,2,1.45,0,0.11,0,0,0
2155,2045,2,1.45,0,0.11,0,0,0
2156,2045,2,1.45,0,0.11,0,0,0
2157,2045,2,1.45,0,0.11,0,0,0
2158,2045,2,1.45,0,0.11,0,0,0
2159,2045,2,1.45,0,0.11,0,0,0
